nct_id,study_title,phase_clean,status,intervention_name,intervention_type,mechanism_class,sponsor,conditions,start_date,primary_completion_date,source_link
NCT06932666,Why Calories Are Not the Same - a Gut Explanation?,Unknown,RECRUITING,"Diet A group, Diet B group","OTHER, OTHER",Other,University of Copenhagen,"['Diet, Healthy', 'Breath Analysis']",2025-05-15,2026-12-31,https://clinicaltrials.gov/study/NCT06932666
NCT01814137,A Randomised Trial Comparing Efficacy and Safety After Intensification With Either Insulin Aspart Once Daily as add-on or Changing to Basal Bolus Treatment With Insulin Degludec and Insulin Aspart in Subjects With Type 2 Diabetes Previously Treated With Insulin Degludec/Insulin Aspart Twice Daily,Unknown,COMPLETED,"insulin degludec/insulin aspart, insulin degludec, insulin aspart, insulin aspart","DRUG, DRUG, DRUG, DRUG",Other,Novo Nordisk A/S,"['Diabetes', 'Diabetes Mellitus, Type 2']",2013-03,2014-03,https://clinicaltrials.gov/study/NCT01814137
NCT03046186,Physiological Effects of Gastric Sleeve Operation,Unknown,COMPLETED,Mixed meal test with double tracer technique,DIAGNOSTIC_TEST,Other,Hvidovre University Hospital,"['Obesity, Morbid', 'Bariatric Surgery']",2016-06,2017-06,https://clinicaltrials.gov/study/NCT03046186
NCT04788069,"Effect of Sourdough Breads Consumption on Postprandial Responses, Satiety and Food Intake at Subsequent Meal",Unknown,COMPLETED,"Wholemeal bread, Sourdough bread, Bread with sourdough","DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Other,KU Leuven,"['Energy Intake', 'Appetite Regulation']",2021-06-01,2024-02-05,https://clinicaltrials.gov/study/NCT04788069
NCT02408705,Investigating the Effect of Liraglutide on the Endogenous Glucose Production During in Tye 1 Diabetes Subjects,Unknown,COMPLETED,"Liraglutide, Placebo, Mixed Meal Tolerance Test with paracetamol","DRUG, DRUG, DRUG",Other,Medical University of Graz,['Type 1 Diabetes Mellitus'],2015-01,2016-05,https://clinicaltrials.gov/study/NCT02408705
NCT03625245,Enriched Yogurts With Soluble Fibre or Vegetable Protein on Satiety,Unknown,COMPLETED,"Control Yogurt, Yogurt Variety 1, Yogurt Variety 2","OTHER, OTHER, OTHER",Other,Instituto de Investigación Hospital Universitario La Paz,['Overweight'],2018-05-10,2018-05-24,https://clinicaltrials.gov/study/NCT03625245
NCT06131437,A Research Study to See How Well CagriSema Compared to Tirzepatide Helps People With Obesity Lose Weight,Unknown,ACTIVE_NOT_RECRUITING,"Cagrilintide, Semaglutide, Tirzepatide","DRUG, DRUG, DRUG",Other,Novo Nordisk A/S,['Obesity'],2023-11-27,2025-12-02,https://clinicaltrials.gov/study/NCT06131437
NCT01593137,"A Long-term Trial to Compare the Effects of Liraglutide and Sulphonylurea (Glimepiride) Both in Combination With Metformin on Clinical, Endothelial and Image Markers of Cardiovascular Risk in Patients With Type 2 Diabetes",Unknown,WITHDRAWN,"Liraglutide + metformin, Glimepiride + metformin","DRUG, DRUG",Other,Fundación Fernández-Cruz,['Type 2 Diabetes'],2012-05,2013-12,https://clinicaltrials.gov/study/NCT01593137
NCT06035081,CIRcadian Rhythms and CortisoL. Effects on Substrate Metabolism and Clock Gene Expression and Functioning,Unknown,COMPLETED,"Prednisolone, Placebo","DRUG, OTHER",Other,University of Aarhus,['Healthy'],2023-09-15,2024-04-13,https://clinicaltrials.gov/study/NCT06035081
NCT01408628,The I-KAN Study: Internet Insulin Education for Kansans,Unknown,COMPLETED,Internet Insulin Education,BEHAVIORAL,Other,"David Robbins, MD",['Type 2 Diabetes'],2011-08,2014-09,https://clinicaltrials.gov/study/NCT01408628
NCT04205045,Identification of Physiological Biomarkers of Gastro-intestinal Discomforts Induced by Milk Consumption,Unknown,COMPLETED,"Lactose Breath Test, Gut permeability test, Milk Test","DIAGNOSTIC_TEST, OTHER, OTHER",Other,Paola Vitaglione,['Healthy Subjects'],2018-10-01,2020-01-24,https://clinicaltrials.gov/study/NCT04205045
NCT06143956,A Master Protocol Study (LY900038) of Multiple Intervention-Specific-Appendices (ISAs) in Adult Participants With Obesity or Overweight,Unknown,RECRUITING,"LY3305677, LY3841136, Tirzepatide, Placebo, LY3549492","DRUG, DRUG, DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Obesity', 'Overweight']",2023-11-17,2026-06,https://clinicaltrials.gov/study/NCT06143956
NCT01846702,A Study of LY3084077 in Healthy Participants,Unknown,COMPLETED,"Placebo, LY3084077","DRUG, DRUG",Other,Eli Lilly and Company,['Healthy Volunteers'],2013-05,2013-12,https://clinicaltrials.gov/study/NCT01846702
NCT07042672,"Behavioral Therapy and GLP-1 Analogue Effects on Binge Eating, Weight, and Coping in Obesity",Unknown,RECRUITING,"GLP-1, CBTe Group Therapy","DRUG, BEHAVIORAL",GLP-1 agonist,Haukeland University Hospital,"['Binge Eating Disorder Associated With Obesity', 'Binge Eating Disorder', 'Eating Disorder Binge', 'Eating Disorders', 'GLP-1', 'CBT', 'Obesity &Amp; Overweight']",2025-07-01,2027-11-05,https://clinicaltrials.gov/study/NCT07042672
NCT01508806,Safety and Tolerability of Liraglutide in Subjects With Impaired Kidney Function and in Subjects With Normal Kidney Function,Unknown,COMPLETED,liraglutide,DRUG,Other,Novo Nordisk A/S,"['Diabetes', 'Diabetes Mellitus, Type 2']",2005-08,2006-03,https://clinicaltrials.gov/study/NCT01508806
NCT07158385,Effect of High Fat High Protein Meal in Type 1 Diabetes,Unknown,COMPLETED,"Standard test meal (SM), High fat high protein meal-carbohydrate counting (HFHP), High fat high protein meal-fat counting (HFHP-a), High fat high protein meal-fat and protein counting (HFHP-b)","OTHER, OTHER, OTHER, OTHER",Other,Cumhuriyet University,"['Type 1 Diabetes Mellitus', 'Adolescent']",2019-01-01,2019-10-30,https://clinicaltrials.gov/study/NCT07158385
NCT02838589,The Effect of GLP-1 Receptor Agonist on Cerebral Blood Flow Velocity in Non-stroke Volunteers,Unknown,COMPLETED,"Byetta, Isotonic saline","DRUG, DRUG",Other,Christina Kruuse,['Stroke'],2016-08,2017-02,https://clinicaltrials.gov/study/NCT02838589
NCT00713830,"GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Sulfonylurea",Unknown,COMPLETED,"Lixisenatide (AVE0010), Placebo, Pen auto-injector, Sulfonylurea, Metformin","DRUG, DRUG, DEVICE, DRUG, DRUG",Other,Sanofi,"['Diabetes Mellitus, Type 2']",2008-07,2011-01,https://clinicaltrials.gov/study/NCT00713830
NCT03066830,Efficacy and Safety of Sotagliflozin Versus Placebo in Participants With Type 2 Diabetes Mellitus on Background of Sulfonylurea Alone or With Metformin,Unknown,COMPLETED,"Sotagliflozin (SAR439954), Placebo, Metformin, Sulfonylurea","DRUG, DRUG, DRUG, DRUG",Other,Lexicon Pharmaceuticals,['Type 2 Diabetes Mellitus'],2017-02-24,2019-04-17,https://clinicaltrials.gov/study/NCT03066830
NCT03680248,Monitoring of Hepatic Fat Metabolism Using Magnetic Resonance Methods,Unknown,COMPLETED,"Fat, Fasting, Fat+Glucose, Glucose, Fat+Fructose, Fructose","DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Other,Institute for Clinical and Experimental Medicine,['Hepatic Fat Content'],2016-04-26,2019-12,https://clinicaltrials.gov/study/NCT03680248
NCT00510952,Comparison of Two Basal Insulins for Patients With Type 2 Diabetes on Anti-Hyperglycemic Medications (IOPE),Unknown,COMPLETED,"Insulin Lispro Protamine Suspension, Insulin Glargine","DRUG, DRUG",Other,Eli Lilly and Company,"['Diabetes Mellitus, Type 2']",2007-08,2008-10,https://clinicaltrials.gov/study/NCT00510952
NCT03048578,Clinical Efficacy and Safety of Using 3.0mg Liraglutide to Treat Weight Regain After Roux-en-Y Gastric Bypass Surgery,Unknown,COMPLETED,"Saxenda, Placebo","DRUG, DRUG",Other,NYU Langone Health,['Obesity'],2017-05-22,2021-03-02,https://clinicaltrials.gov/study/NCT03048578
NCT01158417,Resveratrol in Type2 Diabetes and Obesity,Unknown,TERMINATED,"Placebo, Resveratrol 40 mg oral three times a day, Resveratrol 500 mg oral once daily.","DRUG, DRUG, DRUG",Other,University at Buffalo,"['Type 2 Diabetes', 'Obesity', 'Insulin Resistance']",2008-12,2012-07-08,https://clinicaltrials.gov/study/NCT01158417
NCT05260021,A Study to Evaluate Tirzepatide (LY3298176) in Pediatric and Adolescent Participants With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin or Basal Insulin or Both,Unknown,COMPLETED,"Tirzepatide Dose 1, Tirzepatide Dose 2, Placebo","DRUG, DRUG, DRUG",Other,Eli Lilly and Company,"['Type2 Diabetes', 'Diabetes Mellitus', 'Diabetes Mellitus, Type 2', 'T2D', 'T2DM (Type 2 Diabetes Mellitus)', 'Glucose Metabolism Disorders', 'Endocrine System Diseases', 'Metabolic Disease']",2022-04-13,2024-07-30,https://clinicaltrials.gov/study/NCT05260021
NCT01155206,Acute Regulation of Intestinal and Hepatic Lipoprotein Production by Glucagon,Unknown,COMPLETED,glucagon,DRUG,Other,"University Health Network, Toronto",['Diabetes'],2009-06,2010-01,https://clinicaltrials.gov/study/NCT01155206
NCT01801540,The Effects of L-arabinose in a Meal in Healthy Men,Unknown,COMPLETED,L-arabinose - effect on glucose metabolism,DIETARY_SUPPLEMENT,Other,University of Copenhagen,['Glucose Metabolism'],2010-12,2011-03,https://clinicaltrials.gov/study/NCT01801540
NCT05548647,"Semaglutide Treatment, Appetite, and Eating Behavior: Long-term Effects",Unknown,COMPLETED,"Behavioral Treatment, Placebo, Semaglutide 2.4 MG/0.75 ML Subcutaneous Solution [WEGOVY]","BEHAVIORAL, DRUG, DRUG",Other,University of Pennsylvania,['Obesity'],2022-07-26,2025-05-12,https://clinicaltrials.gov/study/NCT05548647
NCT04375449,Investigation of Milk Peptides (Pep2Dia®) on Postprandial Blood Glucose Profile in Prediabetic Subjects,Unknown,COMPLETED,"Pep2dia, maltodextrin","DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Other,Ingredia S.A.,['Prediabetic State'],2020-05-04,2020-07-25,https://clinicaltrials.gov/study/NCT04375449
NCT06884449,A Placebo-Controlled Study Evaluating the Effects of Arrabina P on Satiety in Healthy Adults,Unknown,COMPLETED,"Arrabina P Prebiotic 5.0 g, Arrabina P Prebiotic 3.5 g, Placebo","DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, OTHER",Other,Comet Bio Inc.,"['Satiety', 'Appetite Regulation', 'Weight Control']",2025-04-15,2025-10-28,https://clinicaltrials.gov/study/NCT06884449
NCT00834938,Comparison Between Patients With or Without Diabetes Recovery After Bariatric Surgery,Unknown,COMPLETED,No intervention,OTHER,Other,"University of Campinas, Brazil","['Diabetes', 'Bariatric Surgery', 'Obesity']",2007-07,2008-07,https://clinicaltrials.gov/study/NCT00834938
NCT06908655,Diffusion Endometriosis MRI to Detect and Quantify Symptomatic Neurological Impairment in Pelvic Endometriosis,Unknown,NOT_YET_RECRUITING,MRI,OTHER,Other,Assistance Publique - Hôpitaux de Paris,['Endometriosis'],2025-04-01,2027-04-30,https://clinicaltrials.gov/study/NCT06908655
NCT03373435,Safety and Efficacy of Exendin 9-39 in Patients With Postbariatric Hypoglycemia,Unknown,COMPLETED,"exendin 9-39, Placebo","DRUG, OTHER",Other,Eiger BioPharmaceuticals,['Postbariatric Hypoglycemia'],2018-03-19,2019-01-30,https://clinicaltrials.gov/study/NCT03373435
NCT06797869,A Research Study to Investigate the Effects of CagriSema Compared to Placebo in People With Type 2 Diabetes and Painful Diabetic Peripheral Neuropathy,Unknown,ACTIVE_NOT_RECRUITING,"CagriSema (Cagrilintide B and Semaglutide I), Placebo matched to CagriSema (Cagrilintide B and Semaglutide I)","DRUG, DRUG",Other,Novo Nordisk A/S,"['Diabetes Mellitus, Type 2', 'Diabetic Peripheral Neuropathy']",2025-01-29,2026-08-21,https://clinicaltrials.gov/study/NCT06797869
NCT02364869,Prebiotic in Chronic Kidney Disease Patients,Unknown,COMPLETED,"Fructooligosaccharide, Maltodextrin","DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Other,Federal University of São Paulo,['Chronic Kidney Disease'],2015-05,2016-12,https://clinicaltrials.gov/study/NCT02364869
NCT02946983,Influence of Intragastric Fructose Infusion on Behavioural and Neural Responses to Negative Emotion Induction,Unknown,COMPLETED,"Fructose, Control","OTHER, OTHER",Other,Universitaire Ziekenhuizen KU Leuven,['Healthy Volunteers'],2015-09,2016-06,https://clinicaltrials.gov/study/NCT02946983
NCT00641056,Efficacy of Exenatide Once Weekly and Once-Daily Insulin Glargine in Patients With Type 2 Diabetes Treated With Metformin Alone or in Combination With Sulfonylurea (DURATION - 3),Unknown,COMPLETED,"Exenatide Once Weekly, Insulin Glargine","DRUG, DRUG",Other,AstraZeneca,['Type 2 Diabetes Mellitus'],2008-04,2009-05,https://clinicaltrials.gov/study/NCT00641056
NCT02250222,Safety and Tolerability Study of Oral LGD-6972 for Type 2 Diabetes Mellitus,Unknown,COMPLETED,"LGD-6972, Placebo (Captisol ®)","DRUG, DRUG",Other,Ligand Pharmaceuticals,['Type 2 Diabetes Mellitus'],2014-10,2015-05,https://clinicaltrials.gov/study/NCT02250222
NCT02057172,Glycaemic Control of Weekly LAPS-Exendin Versus Placebo in Subjects of Type 2 Diabetes,Unknown,COMPLETED,"HM11260C, liraglutide, Placebo","DRUG, DRUG, DRUG",Other,Hanmi Pharmaceutical Company Limited,['Type 2 Diabetes'],2014-01,2014-10,https://clinicaltrials.gov/study/NCT02057172
NCT02322112,The Alberta FYBER (Feed Your Gut Bacteria morE fibeR) Study,Unknown,COMPLETED,"Microcrystalline Cellulose Supplementation, Acacia Gum Supplementation, Resistant Starch Type 4 Supplementation","OTHER, OTHER, OTHER",Other,University of Alberta,['Overweight and Obesity'],2015-08,2020-04,https://clinicaltrials.gov/study/NCT02322112
NCT03500900,Vildagliptin on Gastric Accommodation,Unknown,COMPLETED,"Vildagliptin 50 mg, Placebo Oral Tablet","DRUG, DRUG",Other,Universitaire Ziekenhuizen KU Leuven,['Healthy'],2016-03-01,2017-01-01,https://clinicaltrials.gov/study/NCT03500900
NCT01507337,Comparison of the Effect of Liraglutide in Young Versus Elderly Healthy Volunteers,Unknown,COMPLETED,liraglutide,DRUG,Other,Novo Nordisk A/S,"['Diabetes', 'Healthy']",2004-04,2004-06,https://clinicaltrials.gov/study/NCT01507337
NCT00881530,"Empagliflozin (BI 10773) in Type Two Diabetes (T2D) Patients, Open Label Extension",Unknown,COMPLETED,"BI 10773, Metformin, BI 10773, Sitagliptin","DRUG, DRUG, DRUG, DRUG",Other,Boehringer Ingelheim,"['Diabetes Mellitus, Type 2']",2009-03,2011-05,https://clinicaltrials.gov/study/NCT00881530
NCT05390307,Obesity Treatment to Improve Diabetes,Unknown,COMPLETED,"Liraglutide / Semaglutide, Dapagliflozin, Liraglutide or Semaglutide / Dapagliflozin, Liraglutide or Semaglutide / Dapagliflozin plus intensive weight loss nutrition, Usual care","DRUG, DRUG, DRUG, DRUG, OTHER",Other,Dasman Diabetes Institute,['Type 1 Diabetes'],2023-04-01,2024-01-01,https://clinicaltrials.gov/study/NCT05390307
NCT04575844,Effects of Exercise and GLP-1 Agonism on Muscle Microvascular Perfusion and Insulin Action in Adults With Metabolic Syndrome,Unknown,RECRUITING,"Liraglutide, Exercise training, Liraglutide + Exercise training","DRUG, OTHER, DRUG",Other,University of Virginia,['Metabolic Syndrome'],2020-11-01,2026-04-30,https://clinicaltrials.gov/study/NCT04575844
NCT03322631,A Study of Tirzepatide (LY3298176) in Japanese Participants With Type 2 Diabetes,Unknown,COMPLETED,"Tirzepatide, Placebo","DRUG, DRUG",Other,Eli Lilly and Company,['Type 2 Diabetes Mellitus'],2017-11-15,2018-05-29,https://clinicaltrials.gov/study/NCT03322631
NCT06620666,NEUROmuscular Training for Enhanced AGE Longevity,Unknown,ACTIVE_NOT_RECRUITING,"Water-based power resistance training + Dietary supplement I (WPowDSI), Water-based power resistance training + Placebo (WPowPl), Elastic band-based power resistance training + Dietary supplement I (EBPowDSI), Elastic band-based power resistance training + Placebo (EBPowPl), Elastic band-based eccentric resistance training + Dietary supplement II (EBEccDSII), Elastic band-based eccentric resistance training + Placebo (EBEccPl), Elastic band-based maximum strength resistance training + Dietary supplement II (EBMaxDSII), Elastic band-based maximum strength resistance training + Placebo (EBMaxPl), Control + Placebo (CPl), Control + Dietary supplement I (CDSI), Control + Dietary supplement (CDSII), Active Comparator: Aerobic training + Placebo (AerPl)","DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT, DIETARY_SUPPLEMENT",Other,University of Valencia,"['Aging', 'Physical Activity', 'Training']",2024-01-24,2027-07-15,https://clinicaltrials.gov/study/NCT06620666
NCT02607865,Efficacy and Long-term Safety of Oral Semaglutide Versus Sitagliptin in Subjects With Type 2 Diabetes,Unknown,COMPLETED,"semaglutide, sitagliptin, placebo","DRUG, DRUG, DRUG",Other,Novo Nordisk A/S,"['Diabetes', 'Diabetes Mellitus, Type 2']",2016-02-15,2017-02-14,https://clinicaltrials.gov/study/NCT02607865
NCT02128022,Cardioprotective Effects of GLP-1 and Their Mechanisms,Unknown,COMPLETED,"GLP-1 (7-36) amide, Glibenclamide","DRUG, DRUG",GLP-1 agonist,Papworth Hospital NHS Foundation Trust,['Angina Pectoris'],2014-07,2016-03,https://clinicaltrials.gov/study/NCT02128022
NCT01135472,Plasm Gastrin Concentrations in Response to Nexium Administration in Healthy Volunteers,Unknown,COMPLETED,Esomeprazole Magnesium,DRUG,Other,City of Hope Medical Center,['Healthy'],2010-03,2012-04,https://clinicaltrials.gov/study/NCT01135472
NCT02971228,Feasibility Trial Testing the Bionic Pancreas With ZP4207,Unknown,COMPLETED,"Insulin Lispro, ZP4207 (dasiglucagon), Glucagon, iPhone-based bionic pancreas, iLet-based bionic pancreas","DRUG, DRUG, DRUG, DEVICE, DEVICE",Other,Zealand Pharma,"['Diabetes Mellitus, Type 1']",2016-11,2017-05-24,https://clinicaltrials.gov/study/NCT02971228
NCT05957185,Effects of Microbial Protease Supplementation on Postprandial Plasma Amino Acid Concentrations and Appetite,Unknown,COMPLETED,"OPTIZIOME® P³ HYDROLYZER® - WHEY, Placebo","DIETARY_SUPPLEMENT, OTHER",Other,"BIO-CAT, Inc.","['Digestive Health', 'Gastrointestinal Health', 'Appetitive Behavior']",2023-08-07,2024-01-18,https://clinicaltrials.gov/study/NCT05957185
NCT02550548,Incretin Action in Physiology and Diabetes,Unknown,COMPLETED,"GIP infusion, GLP-1 infusion, Ex-9 infusion","DRUG, DRUG, DRUG",Dual agonist,"David D'Alessio, M.D.",['Insulin Secretion'],2016-04-21,2021-04-16,https://clinicaltrials.gov/study/NCT02550548
NCT03588000,The Effect of Remote SMBG Combined With the Application of APP on the Improvement of T2DM Management in the Community,Unknown,COMPLETED,Strengthen self-monitoring of blood glucose,OTHER,Other,Yuwen Zhang,"['Diabetes Mellitus, Type 2']",2018-11-23,2021-02-28,https://clinicaltrials.gov/study/NCT03588000
NCT03232112,Does Treatment With GLP-1 Reduce Alcohol Intake in Patients With Alcohol Dependence?,Unknown,COMPLETED,"Exenatide 2 MG Injection, BD PosiFlush (saline)","DRUG, DRUG",Other,"Anders Fink-Jensen, MD, DMSci","['Alcohol Dependence, in Remission', 'Addiction, Alcohol']",2017-08-07,2020-03-15,https://clinicaltrials.gov/study/NCT03232112
NCT02625636,"A Study to Evaluate Safety, Pharmacokinetics, and Pharmacodynamics of Escalating Doses of SAR438544 in Comparison to Placebo and Glucagon in Healthy Subjects and Type 1 Diabetes Mellitus Patients",Unknown,COMPLETED,"SAR438544, placebo, r-glucagon","DRUG, DRUG, DRUG",Other,Sanofi,['Type 1 Diabetes Mellitus'],2015-12,2016-02,https://clinicaltrials.gov/study/NCT02625636
